Rank,Name,Year,Position,Binary_SP,WAR,완투,완봉,승,패,세이브,홀드,이닝,자책점,4구,삼진,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
421,강길용,1997,P,0,0.08,0,0,1,0,4,0,66.2,33,30,42,4.46,5.54,5.53,5.79,4.15,1.46
422,오봉옥,1997,P,0,0.08,0,0,7,7,2,0,55.1,32,24,43,5.2,5.86,5.86,5.78,3.75,1.66
423,이동은,1999,P,0,0.08,0,0,0,0,0,0,28,22,12,26,7.07,7.39,7.39,7.01,4.97,1.93
424,박정진,2000,P,0,0.08,0,0,0,0,0,0,14.1,9,9,10,5.65,6.28,6.28,6.21,6.54,1.81
425,김상현,1996,P,0,0.07,0,0,2,4,2,0,34.1,19,19,27,4.98,5.5,5.5,5.2,3.06,1.81
426,이재만,1997,P,0,0.06,0,0,0,2,1,0,37,24,8,12,5.84,5.84,5.84,5.63,5.94,1.27
427,김태원,1997,P,1,0.05,0,0,3,2,0,0,28,17,11,13,5.46,5.46,5.46,5.71,5.24,1.54
428,김봉영,1997,P,0,0.05,0,0,3,1,0,0,33.1,20,4,15,5.4,5.94,5.94,5.73,4.66,1.41
429,윤학길,1996,P,1,0.05,2,0,3,5,0,0,53,27,21,19,4.58,5.94,5.94,5.62,4.51,1.43
430,가득염,1997,P,0,0.04,0,0,1,4,1,0,41,26,19,24,5.71,5.93,5.93,5.69,4.1,1.68
431,김태형,1996,P,0,0.04,0,0,0,1,1,0,24.1,14,8,19,5.18,5.55,5.55,5.24,4.67,1.32
432,박보현,2000,P,1,0.04,0,0,3,8,0,0,70,48,30,24,6.17,6.56,6.56,6.7,5.46,1.74
433,박창현,1999,P,0,0.04,0,0,0,2,0,0,17,13,9,10,6.88,6.88,6.88,6.86,5.85,1.59
434,인현배,2000,P,0,0.04,0,0,0,0,0,0,10.1,5,4,8,4.35,6.1,6.1,6.35,5.79,1.45
435,최호원,1996,P,0,0.04,0,0,0,1,0,0,23,10,10,16,3.91,5.09,5.09,5.28,4.07,1.3
436,최영필,1998,P,0,0.03,0,0,0,1,0,0,17.1,10,6,9,5.19,5.71,5.71,5.76,5.83,1.62
437,박철홍,1999,P,0,0.03,0,0,1,1,0,0,18.2,13,6,13,6.27,6.75,6.75,7.05,4.9,1.13
438,박철웅,1997,P,0,0.02,0,0,0,1,0,0,12.1,8,2,8,5.84,5.84,5.84,5.63,5.04,1.38
439,노장진,1997,P,1,0.02,0,0,6,10,0,0,133.1,81,89,81,5.47,5.67,5.67,5.86,5.71,1.6
440,최승민,1996,P,0,0.01,0,0,0,3,1,0,52,25,22,25,4.33,5.19,5.19,5.38,4.59,1.38
441,최창호,1997,P,0,0.01,0,0,7,10,1,0,110,64,36,67,5.24,5.73,5.73,5.82,4.51,1.25
442,장형석,1996,P,1,0.01,0,0,0,3,0,0,17.1,10,10,8,5.19,5.71,5.71,5.55,3.97,1.5
443,김민태,1996,P,0,0.01,0,0,0,0,0,0,43.1,17,14,28,3.53,5.19,5.19,5.39,4.68,1.48
444,한태균,1997,P,0,0,0,0,0,1,0,0,33.1,17,15,18,4.59,5.67,5.67,5.93,4.3,1.5
445,박진철,2000,P,0,0,0,0,0,5,0,1,64,42,22,33,5.91,6.89,6.89,6.64,6.17,1.61
446,최한림,1997,P,0,0,0,0,1,0,0,0,16,9,4,5,5.06,6.19,6.19,5.93,5.13,0.75
447,최영완,2000,P,0,0,0,0,2,1,0,0,14,8,11,14,5.14,7.07,7.07,6.82,4.41,1.93
448,류택현,2000,P,0,-0.01,0,0,3,2,0,1,43,31,11,42,6.49,6.49,6.49,6.76,3.78,1.33
449,이우혁,1999,P,0,-0.01,0,0,0,1,1,0,35,30,11,18,7.71,8.23,8.23,7.87,6.51,1.69
450,인현배,1999,P,0,-0.01,0,0,0,1,0,0,16,12,5,7,6.75,7.31,7.31,7.64,5.48,1.56
451,심재학,1999,RF,1,-0.02,0,0,3,3,0,0,48.1,34,34,32,6.33,6.89,6.89,7.2,5.61,1.7
452,김원형,2000,P,0,-0.02,0,0,2,13,5,0,93,60,31,52,5.81,6.77,6.77,6.65,5.7,1.54
453,안병원,1996,P,0,-0.02,0,0,4,5,0,0,52.1,26,15,31,4.47,5.33,5.33,5.41,3.88,1.18
454,김홍집,1998,P,0,-0.02,0,0,0,1,0,0,21.1,13,10,19,5.48,5.91,5.91,5.95,2.82,1.36
455,차명주,2000,P,0,-0.03,0,0,1,1,1,2,40,20,29,33,4.5,6.75,6.75,7.03,5.53,1.83
456,박진철,1997,P,0,-0.03,0,0,1,0,0,0,21.2,15,11,16,6.23,6.23,6.23,6.01,4.52,1.34
457,배홍철,2000,P,0,-0.03,0,0,0,0,0,0,12.2,8,6,6,5.68,7.11,7.11,6.98,6.07,1.74
458,김유진,1999,P,0,-0.04,0,0,0,0,0,0,12.2,10,4,6,7.11,7.82,7.82,7.79,4.46,1.89
459,박석진,1996,P,0,-0.04,0,0,2,2,2,0,57.2,30,16,26,4.68,5.77,5.77,5.61,4.51,1.51
460,이정훈,1999,P,0,-0.04,0,0,2,1,1,0,17.2,14,12,8,7.13,7.64,7.64,7.57,6.9,1.92
461,전승남,1999,P,0,-0.04,0,0,0,2,0,0,12.1,9,2,9,6.57,7.3,7.3,7.62,5.55,1.3
462,김태석,2000,P,0,-0.05,0,0,3,4,0,1,53.2,35,17,23,5.87,6.88,6.88,6.75,5.76,1.73
463,홍우태,2000,P,0,-0.05,0,0,0,3,0,0,44.1,34,22,29,6.9,7.11,7.11,7.03,4.6,1.58
464,배영수,2000,P,0,-0.05,0,0,0,2,0,0,45.1,34,21,32,6.75,7.15,7.15,6.85,5.8,1.76
465,소소경,1998,P,0,-0.05,0,0,0,0,0,0,15.2,11,12,10,6.32,6.32,6.32,6.07,4.09,1.79
466,감병훈,1997,P,0,-0.06,0,0,0,0,1,0,10.1,7,7,5,6.1,6.97,6.97,6.67,4.15,1.74
467,김재성,1996,P,0,-0.07,0,0,2,0,0,0,21.2,13,3,15,5.4,5.4,5.4,5.61,3.38,1.48
468,손혁,1996,P,1,-0.08,0,0,1,0,0,0,10.1,7,6,4,6.1,6.1,6.1,6.32,5.14,1.94
469,오봉옥,1998,P,1,-0.08,0,0,2,6,0,0,88.2,56,43,44,5.68,6.09,6.09,6.06,5.25,1.7
470,김병준,2000,P,0,-0.08,0,0,0,1,1,0,39.2,25,21,25,5.67,7.26,7.26,7.18,6.78,1.79
471,이정훈,2000,P,0,-0.09,0,0,1,2,0,0,14,10,11,10,6.43,7.71,7.71,7.67,4.05,1.86
472,가내영,2000,P,0,-0.09,0,0,0,0,0,0,21.2,18,4,16,7.48,7.48,7.48,7.34,6.34,1.66
473,김익재,1997,P,0,-0.09,0,0,0,0,1,0,20.2,14,14,18,6.1,6.1,6.1,6.2,5.94,1.84
474,박정진,1999,P,0,-0.1,0,0,0,0,0,0,12.1,11,10,11,8.03,8.76,8.76,8.76,5.69,2.03
475,이용호,1996,P,0,-0.1,0,0,2,1,1,0,40.1,19,34,18,4.24,5.36,5.36,5.56,5.98,1.93
476,최원호,1996,P,0,-0.1,0,0,0,0,0,0,15.2,6,8,4,3.45,5.74,5.74,5.83,5.06,1.53
477,강봉수,1996,P,0,-0.1,0,0,0,1,1,0,15.2,10,9,6,5.74,5.74,5.74,5.96,6.46,1.6
478,손영철,1996,P,0,-0.1,0,0,0,0,0,0,12,7,8,5,5.25,6,6,6.09,4.18,1.83
479,김상현,1997,P,0,-0.1,0,0,0,2,0,0,40.2,26,11,22,5.75,6.42,6.42,6.16,4.87,1.52
480,최호원,1997,P,0,-0.1,0,0,0,0,0,0,15.2,11,5,6,6.32,6.32,6.32,6.53,5.21,1.53
481,박부성,1997,P,0,-0.11,0,0,0,0,0,0,22,13,2,9,5.32,6.55,6.55,6.29,4.68,1.23
482,주형광,1997,P,1,-0.11,3,0,6,13,3,0,131.2,86,61,84,5.88,6.22,6.22,5.97,5.36,1.51
483,이상번,1996,P,0,-0.11,0,0,1,2,0,0,44,31,17,20,6.34,6.34,6.34,5.99,5.8,1.41
484,김사율,1999,P,0,-0.12,0,0,1,3,1,0,29.2,26,21,16,7.89,7.89,7.89,7.81,7.68,1.85
485,유현승,2000,P,1,-0.12,0,0,1,8,0,0,93.2,62,40,49,5.96,6.92,6.92,6.79,5.93,1.64
486,류기중,1999,P,0,-0.12,0,0,0,1,0,0,14.1,13,11,5,8.16,8.79,8.79,8.41,10.43,1.88
487,민원기,1996,P,0,-0.12,0,0,0,2,0,0,20,12,14,12,5.4,5.85,5.85,6.06,5.02,1.6
488,김광삼,2000,P,0,-0.12,0,0,0,0,0,0,18,15,7,10,7.5,7.5,7.5,7.81,6.92,1.89
489,오철민,1997,P,0,-0.12,0,0,0,0,0,0,24,18,9,20,6.75,6.75,6.75,6.51,5.08,1.5
490,한명윤,1996,P,0,-0.13,0,0,0,0,0,0,15.1,9,8,11,5.28,5.87,5.87,6.1,3.18,1.24
491,김정수,2000,P,0,-0.14,0,0,1,4,0,3,31,26,14,23,7.55,7.55,7.55,7.41,5.39,1.74
492,신재웅,1996,P,0,-0.14,0,0,5,3,2,0,83,47,42,77,5.1,5.53,5.53,5.74,3.67,1.41
493,오상민,1998,P,0,-0.15,0,0,2,5,0,0,68.2,47,25,36,6.16,6.16,6.16,6.13,4.91,1.56
494,김성한,1996,P,0,-0.15,0,0,0,1,0,0,23.1,12,16,9,4.63,5.79,5.79,6.01,5.98,1.54
495,홍우태,1999,P,0,-0.16,0,0,1,2,0,0,43.2,30,18,39,6.18,7.83,7.83,7.83,5.24,1.6
496,허진석,2000,P,0,-0.17,0,0,0,0,0,0,18,16,16,8,8,8.5,8.5,8.4,10.59,2
497,이원식,1996,P,1,-0.17,1,1,1,4,0,0,59.1,36,15,27,5.46,6.07,6.07,5.82,5.21,1.42
498,최원호,1999,P,1,-0.17,0,0,6,10,0,0,123.2,91,58,80,6.62,7.13,7.13,7.2,5.81,1.75
499,박진철,1998,P,0,-0.18,0,0,1,4,0,0,50,34,19,16,6.12,6.48,6.48,6.22,4.83,1.62
500,김익재,1996,P,0,-0.18,0,0,0,2,0,0,30.1,13,15,20,3.86,5.93,5.93,6.02,3.84,1.65
501,신재웅,2000,P,1,-0.18,0,0,3,7,0,0,60,48,25,33,7.2,7.35,7.35,7.27,6.37,1.5
502,이승호,1999,P,0,-0.18,0,0,0,2,0,0,10.2,12,6,7,10.13,10.13,10.13,10.58,8.59,2.06
503,앤더슨,1999,P,1,-0.18,1,0,2,9,0,0,69.1,52,41,31,6.75,7.4,7.4,7.37,6.73,1.95
504,김동호,1998,P,0,-0.18,0,0,0,0,0,0,24.1,18,10,17,6.66,6.66,6.66,6.94,3.83,1.6
505,이광우,1996,P,1,-0.19,0,0,1,8,0,0,53.1,30,12,19,5.06,5.57,5.57,5.79,4.48,1.39
506,비아노,1999,P,0,-0.19,0,0,3,3,0,0,72.2,57,55,37,7.06,7.43,7.43,7.4,6.61,1.97
507,오창선,2000,P,0,-0.19,0,0,0,0,1,0,13.1,14,4,8,9.45,9.45,9.45,9.34,7.75,1.8
508,김기범,1998,P,0,-0.2,0,0,0,2,1,0,36.1,21,16,28,5.2,6.19,6.19,6.45,3.73,1.62
509,박상근,1998,P,0,-0.21,0,0,1,2,0,0,42.1,25,29,35,5.31,6.17,6.17,6.34,4.92,1.7
510,최창양,2000,P,1,-0.22,0,0,5,2,0,0,74.2,52,42,50,6.27,7.35,7.35,7.05,4.94,1.83
511,박석진,1998,P,0,-0.22,0,0,0,1,0,0,30.2,22,10,18,6.46,7.04,7.04,6.9,6.46,1.66
512,이병석,1996,P,0,-0.22,0,0,0,1,1,0,21,10,4,9,4.29,6.43,6.43,6.66,4.11,1.19
513,강영식,2000,P,0,-0.22,0,0,0,4,0,1,46.1,36,26,38,6.99,7.58,7.58,7.3,5.44,1.64
514,윤형배,1999,P,0,-0.23,0,0,0,0,0,0,16.2,16,10,6,8.64,9.72,9.72,9.68,5.59,2.1
515,박정현,1997,P,0,-0.24,0,0,0,0,0,0,25.1,18,10,19,6.39,6.75,6.75,6.86,5.22,1.42
516,임선동,1999,P,0,-0.25,0,0,0,1,0,0,19,17,5,10,8.05,9,9,9.08,5.43,2
517,정성훈,1998,P,0,-0.25,0,0,0,2,0,0,26.1,22,14,28,7.52,7.52,7.52,7.16,3.46,1.86
518,박동희,1999,P,0,-0.25,0,0,0,1,0,0,12,15,6,16,11.25,11.25,11.25,10.67,5.18,2.17
519,박동희,1998,P,0,-0.25,0,0,1,3,0,0,39.1,30,21,29,6.86,7.09,7.09,6.75,5.38,1.83
520,이정훈,1997,P,0,-0.25,0,0,1,0,0,0,27.2,20,11,14,6.51,7.16,7.16,6.87,5.6,1.52
521,박정현,1996,P,0,-0.26,0,0,0,0,0,0,15.2,12,13,9,6.89,7.47,7.47,7.58,6.21,1.98
522,정수찬,1998,P,0,-0.26,0,0,0,1,0,0,11,12,3,4,9.82,9.82,9.82,9.76,4.61,1.64
523,이강철,2000,P,0,-0.27,0,0,1,4,0,0,37,30,17,20,7.3,8.03,8.03,7.7,6.69,1.68
524,김경태,1999,P,0,-0.27,0,0,1,1,0,0,41.1,29,20,29,6.31,7.84,7.84,8.19,7.15,1.86
525,이용호,1997,P,0,-0.28,0,0,1,0,0,0,12,12,11,7,9,9,9,9.41,7.36,2.42
526,박태순,1997,P,0,-0.28,0,0,1,3,0,0,20.1,18,14,22,7.97,8.41,8.41,8.06,4.9,1.92
527,신재웅,1999,P,0,-0.29,0,0,0,2,0,0,14.1,16,19,9,10.05,10.67,10.67,10.67,8.76,2.93
528,강병규,2000,P,0,-0.3,0,0,2,2,0,0,26.2,25,13,7,8.44,8.44,8.44,8.29,7.61,1.95
529,이상열,1996,P,0,-0.3,0,0,0,0,0,0,17.1,14,7,13,7.27,7.27,7.27,7.55,4.6,1.79
530,이정길,1999,P,0,-0.32,0,0,1,1,0,0,10.2,15,4,2,12.66,12.66,12.66,13.22,6.12,1.97
531,강태원,1998,P,0,-0.33,0,0,1,0,1,0,24.1,20,8,12,7.4,7.77,7.77,7.46,5.67,1.6
532,가내영,1997,P,0,-0.33,0,0,4,0,0,0,65.1,43,22,38,5.92,6.34,6.34,6.44,5,1.56
533,김민범,2000,P,0,-0.33,0,0,1,0,0,2,11.1,12,5,13,9.53,11.91,11.91,12.47,3.45,1.94
534,이태일,1996,P,1,-0.34,0,0,2,3,0,0,45.2,33,15,17,6.5,6.7,6.7,6.51,5.74,1.69
535,김홍집,1997,P,1,-0.35,0,0,1,4,0,0,29.1,20,16,19,6.14,7.36,7.36,7.49,4.87,1.64
